date	ouv	haut	bas	clot	vol	devise	
07/03/2018 00:00	65.23	65.8	63.83	64.52	313680	USD	
08/03/2018 00:00	64.51	64.56	63.43	63.86	281358	USD	
09/03/2018 00:00	63.93	65.63	63.69	65.57	273731	USD	
12/03/2018 00:00	65.5	65.86	64.18	64.95	232789	USD	
13/03/2018 00:00	64.92	65.68	64.05	64.79	307994	USD	
14/03/2018 00:00	64.73	65.21	64.06	64.9	264783	USD	
15/03/2018 00:00	64.9	65.38	64.61	65.02	202512	USD	
16/03/2018 00:00	65.07	66.42	64.88	66.03	260013	USD	
19/03/2018 00:00	66.01	66.39	65.39	66.15	268819	USD	
20/03/2018 00:00	66.15	67.88	66.15	67.57	316651	USD	
21/03/2018 00:00	67.61	69.86	67.48	69.86	373798	USD	
22/03/2018 00:00	69.63	69.7	68.58	68.83	275034	USD	
23/03/2018 00:00	69.11	70.57	68.87	70.36	275060	USD	
26/03/2018 00:00	70.43	71.05	69.67	70.04	179657	USD	
27/03/2018 00:00	70.13	71.03	69.45	69.56	129043	USD	
28/03/2018 00:00	69.72	70.25	68.78	69.81	130658	USD	
29/03/2018 00:00	69.86	70.44	69.1	70.22	18893	USD	
03/04/2018 00:00	67.63	68.46	67.62	68.16	226927	USD	
04/04/2018 00:00	68.15	68.28	66.69	68.24	354482	USD	
05/04/2018 00:00	68.36	68.93	67.73	68.53	264886	USD	
06/04/2018 00:00	68.09	68.62	66.86	67.04	284612	USD	
09/04/2018 00:00	67.1	68.8	67	68.52	251150	USD	
10/04/2018 00:00	68.46	71.34	68.46	71.02	437564	USD	
11/04/2018 00:00	71.03	73.09	70.57	71.96	476250	USD	
12/04/2018 00:00	72.09	72.49	71.1	72.08	316554	USD	
13/04/2018 00:00	71.94	72.88	71.56	72.59	322152	USD	
16/04/2018 00:00	72.7	72.85	71.11	71.49	287469	USD	
17/04/2018 00:00	71.65	71.89	70.83	71.72	306673	USD	
18/04/2018 00:00	71.72	73.93	71.66	73.83	341371	USD	
19/04/2018 00:00	73.72	74.75	73.46	73.6	389441	USD	
20/04/2018 00:00	73.94	74.2	72.83	73.68	355172	USD	
23/04/2018 00:00	73.77	75.1	73.13	75	304432	USD	
24/04/2018 00:00	75.09	75.47	73.68	73.86	316758	USD	
25/04/2018 00:00	74	74.19	73.17	74.04	269783	USD	
26/04/2018 00:00	74.23	74.97	74.11	74.77	173404	USD	
27/04/2018 00:00	74.72	75.03	74.35	74.45	151653	USD	
30/04/2018 00:00	74.62	75.41	73.47	75.16	23350	USD	
01/05/2018 00:00	74.65	74.98	72.74	73.29	349532	USD	
02/05/2018 00:00	73.28	73.63	72.38	73.09	335828	USD	
03/05/2018 00:00	73.07	74.09	72.47	73.69	370937	USD	
04/05/2018 00:00	73.74	75.08	73.24	74.97	283818	USD	
07/05/2018 00:00	75	76.34	74.83	75.53	226250	USD	
08/05/2018 00:00	75.6	76.18	73.1	75.96	514231	USD	
09/05/2018 00:00	76.19	77.43	76.08	77.35	356123	USD	
10/05/2018 00:00	77.44	78	76.51	77.45	305364	USD	
11/05/2018 00:00	77.55	77.6	76.95	76.99	254963	USD	
14/05/2018 00:00	77.05	78.53	76.55	78.44	280445	USD	
15/05/2018 00:00	78.42	79.46	77.9	77.99	384277	USD	
16/05/2018 00:00	78.1	79.33	77.61	79.3	324623	USD	
17/05/2018 00:00	79.26	80.5	79.12	79.52	322280	USD	
18/05/2018 00:00	79.46	79.87	78.33	78.67	272265	USD	
21/05/2018 00:00	78.61	79.59	78.1	79.51	240961	USD	
22/05/2018 00:00	79.36	80.49	79.16	79.46	286256	USD	
23/05/2018 00:00	79.47	79.85	78.21	79.69	286638	USD	
24/05/2018 00:00	79.65	79.78	78.57	78.77	211354	USD	
25/05/2018 00:00	78.82	78.88	76.01	76.22	268006	USD	
28/05/2018 00:00	76.11	76.17	74.49	75.32	64602	USD	
29/05/2018 00:00	75.82	76.2	74.54	75.38	107339	USD	
30/05/2018 00:00	75.37	77.73	74.81	77.47	120257	USD	
31/05/2018 00:00	77.37	78.75	77.04	77.59	21088	USD	
01/06/2018 00:00	77.71	77.95	76.35	76.56	291772	USD	
04/06/2018 00:00	76.66	76.95	75.2	75.32	319880	USD	
05/06/2018 00:00	75.4	75.74	73.81	75.07	393021	USD	
06/06/2018 00:00	75.19	76.25	74.46	75.78	357952	USD	
07/06/2018 00:00	75.88	77.39	75.44	77.31	318987	USD	
08/06/2018 00:00	77.39	77.61	76.12	76.44	246830	USD	
11/06/2018 00:00	76.3	76.84	75.52	76.37	224802	USD	
12/06/2018 00:00	76.5	77.07	75.5	75.55	256281	USD	
13/06/2018 00:00	75.4	76.87	75.26	76.53	288744	USD	
14/06/2018 00:00	76.56	76.92	75.76	75.97	272351	USD	
15/06/2018 00:00	75.98	76.06	73.06	73.09	281360	USD	
18/06/2018 00:00	73.06	75.47	72.45	75.32	309165	USD	
19/06/2018 00:00	75.24	75.55	74.45	75.01	284591	USD	
20/06/2018 00:00	75.2	75.86	74.1	74.21	354852	USD	
21/06/2018 00:00	74.46	74.69	72.93	73.1	395468	USD	
22/06/2018 00:00	73.24	75.8	73.24	75.65	360244	USD	
25/06/2018 00:00	74.8	75.13	73.74	74.93	263994	USD	
26/06/2018 00:00	74.74	76.72	74.13	76.66	276088	USD	
27/06/2018 00:00	76.54	78.16	76.28	77.34	160039	USD	
28/06/2018 00:00	77.5	78.42	77.09	77.68	133621	USD	
29/06/2018 00:00	77.79	79.7	77.45	79.42	16065	USD	
02/07/2018 00:00	78.55	78.95	77.16	77.35	260350	USD	
03/07/2018 00:00	77.4	78.55	76.67	77.81	270534	USD	
04/07/2018 00:00	77.89	78.28	77.61	78.16	96535	USD	
05/07/2018 00:00	78.14	78.5	77.3	77.57	247582	USD	
06/07/2018 00:00	77.57	77.68	76.36	77.13	311071	USD	
09/07/2018 00:00	77.21	78.31	77.04	78.22	207934	USD	
10/07/2018 00:00	78.25	79.51	78.15	79.03	258259	USD	
11/07/2018 00:00	78.78	78.83	73.04	74.03	547957	USD	
12/07/2018 00:00	74.17	75.1	72.67	74.4	410812	USD	
13/07/2018 00:00	74.34	75.93	73.22	74.87	299430	USD	
16/07/2018 00:00	74.92	75.37	71.52	71.94	322608	USD	
17/07/2018 00:00	72.01	72.78	71.35	71.6	281018	USD	
18/07/2018 00:00	71.74	73.28	71.19	73	278969	USD	
19/07/2018 00:00	73.06	73.79	71.83	72.61	308482	USD	
20/07/2018 00:00	72.65	73.47	72.26	72.99	209633	USD	
23/07/2018 00:00	73.22	74.5	72.52	72.94	301028	USD	
24/07/2018 00:00	72.91	74	72.68	73.64	210161	USD	
25/07/2018 00:00	73.7	74.3	73.07	74.04	202882	USD	
26/07/2018 00:00	74.37	74.83	73.77	74.42	174200	USD	
27/07/2018 00:00	74.5	74.85	73.83	74.27	116842	USD	
30/07/2018 00:00	74.31	75.27	74.14	74.82	79549	USD	
31/07/2018 00:00	74.93	75.1	74.14	74.25	16648	USD	
01/08/2018 00:00	74.07	74.12	72.13	72.47	277932	USD	
02/08/2018 00:00	72.42	73.75	71.84	73.4	224665	USD	
03/08/2018 00:00	73.37	73.73	72.48	73.31	173361	USD	
06/08/2018 00:00	73.21	74.47	73.08	73.65	193684	USD	
07/08/2018 00:00	73.61	74.9	73.57	74.51	220847	USD	
08/08/2018 00:00	74.64	74.87	71.65	72.21	264712	USD	
09/08/2018 00:00	72.16	72.89	71.86	71.98	192427	USD	
10/08/2018 00:00	71.97	73.14	71.4	72.94	226067	USD	
13/08/2018 00:00	73	73.09	71.04	72.78	214752	USD	
14/08/2018 00:00	72.82	73.93	72.16	72.2	239734	USD	
15/08/2018 00:00	72.22	72.44	70.3	70.75	289874	USD	
16/08/2018 00:00	70.65	71.52	70.4	71.4	224511	USD	
17/08/2018 00:00	71.35	72.49	71.25	71.82	211669	USD	
20/08/2018 00:00	71.77	72.75	71.42	72.22	244517	USD	
21/08/2018 00:00	72.15	72.95	72.05	72.77	196211	USD	
22/08/2018 00:00	72.76	75	72.7	74.78	290426	USD	
23/08/2018 00:00	74.72	74.87	74.21	74.8	195666	USD	
24/08/2018 00:00	74.73	76.42	74.68	75.67	228938	USD	
27/08/2018 00:00	75.54	76.34	75.39	76.3	99144	USD	
28/08/2018 00:00	76.34	76.97	75.73	75.96	170308	USD	
29/08/2018 00:00	75.99	77.42	75.67	77.36	125420	USD	
30/08/2018 00:00	77.33	78.03	77.18	77.59	86258	USD	
31/08/2018 00:00	77.53	77.79	77	77.45	18228	USD	
03/09/2018 00:00	77.69	78.44	77.3	78.01	105829	USD	
04/09/2018 00:00	78.19	79.72	77.44	77.8	311266	USD	
05/09/2018 00:00	77.82	78.09	76.91	77.11	273786	USD	
06/09/2018 00:00	77.02	77.77	75.64	76.6	272124	USD	
07/09/2018 00:00	76.69	77.1	75.88	77.01	205730	USD	
10/09/2018 00:00	77.08	77.92	76.9	77.39	240180	USD	
11/09/2018 00:00	77.38	79.54	77.36	79.35	273220	USD	
12/09/2018 00:00	79.42	80.13	78.75	79.73	305333	USD	
13/09/2018 00:00	79.6	79.71	77.87	78.3	290183	USD	
14/09/2018 00:00	78.45	78.94	77.37	78.12	255958	USD	
17/09/2018 00:00	78.07	78.9	77.73	77.9	205094	USD	
18/09/2018 00:00	77.78	79.73	77.46	78.85	252978	USD	
19/09/2018 00:00	78.97	79.5	78.51	79.3	268777	USD	
20/09/2018 00:00	79.44	79.83	78.51	78.6	282798	USD	
21/09/2018 00:00	78.67	80.12	78.23	78.73	289603	USD	
24/09/2018 00:00	78.97	81.48	78.97	81.47	236456	USD	
25/09/2018 00:00	81.35	82.55	81.17	81.5	228047	USD	
26/09/2018 00:00	81.45	82.22	81.1	81.66	128077	USD	
27/09/2018 00:00	82.19	82.44	81.32	81.68	112814	USD	
28/09/2018 00:00	81.63	82.87	81.6	82.69	18789	USD	
01/10/2018 00:00	82.79	85.45	82.55	85.16	331913	USD	
02/10/2018 00:00	84.95	85.38	84.31	84.65	258760	USD	
03/10/2018 00:00	84.79	86.74	84.01	85.97	337254	USD	
04/10/2018 00:00	85.99	86.43	84.14	84.79	352121	USD	
05/10/2018 00:00	84.89	85.12	83.92	84.03	294511	USD	
08/10/2018 00:00	84.17	84.31	82.66	83.85	280307	USD	
09/10/2018 00:00	83.91	85.45	83.73	84.88	340952	USD	
10/10/2018 00:00	84.98	85.17	82.26	82.54	310346	USD	
11/10/2018 00:00	82.47	82.63	79.8	80.19	471359	USD	
12/10/2018 00:00	80.28	80.57	79.23	80.52	360566	USD	
15/10/2018 00:00	81	81.92	79.85	80.8	278520	USD	
16/10/2018 00:00	80.88	81.75	79.8	81.69	311005	USD	
17/10/2018 00:00	81.74	81.85	79.17	80.31	332211	USD	
18/10/2018 00:00	80.23	80.31	78.69	79.32	348096	USD	
19/10/2018 00:00	79.44	80.88	79.22	80	285490	USD	
22/10/2018 00:00	80.11	80.41	78.99	80.1	261629	USD	
23/10/2018 00:00	80.04	80.12	75.88	76.12	494079	USD	
24/10/2018 00:00	76.35	77.57	75.11	75.55	354445	USD	
25/10/2018 00:00	75.67	77.08	75.35	76.74	203935	USD	
26/10/2018 00:00	76.6	77.91	75.77	77.75	217061	USD	
29/10/2018 00:00	77.64	78.03	76.55	76.86	116376	USD	
30/10/2018 00:00	76.82	77.32	75.09	76.13	110587	USD	
31/10/2018 00:00	76.28	76.92	75.42	75.46	27997	USD	
01/11/2018 00:00	76.28	74.99	72.56	72.72	353466	USD	
02/11/2018 00:00	72.75	73.5	72.16	72.61	310130	USD	
05/11/2018 00:00	72.85	74.13	72.26	72.68	227851	USD	
06/11/2018 00:00	72.85	73.28	71.18	71.63	288086	USD	
07/11/2018 00:00	71.66	73.55	71.36	72.02	355980	USD	
08/11/2018 00:00	72.1	73.08	70.56	70.83	342063	USD	
09/11/2018 00:00	70.87	70.99	69.13	69.63	285823	USD	
12/11/2018 00:00	70.69	71.88	68.87	69.22	310997	USD	
13/11/2018 00:00	69.13	69.68	64.61	65.18	428658	USD	
14/11/2018 00:00	65.62	67.63	65.02	65.87	374667	USD	
15/11/2018 00:00	66.12	67.42	65.77	66.64	310441	USD	
16/11/2018 00:00	66.68	68.38	66.06	66.98	321027	USD	
19/11/2018 00:00	66.99	67.64	65.27	66.9	254438	USD	
20/11/2018 00:00	66.9	66.9	61.71	62.36	408127	USD	
21/11/2018 00:00	62.6	64.48	62.56	63.39	325002	USD	
22/11/2018 00:00	63.6	63.81	62.27	62.52	145927	USD	
23/11/2018 00:00	62.58	62.79	58.41	59.19	274100	USD	
